Pfam-Entry-PF00925.16	GTP_cyclohydro2
PWY-6713	L-rhamnose degradation II
Pfam-PF12102.4	DUF3578
GO:0015111	iodide transmembrane transporter activity
Phosphatidylserines-40-3	phosphatidylserine-40:3
Pfam-Entry-PF08009.7	CDP-OH_P_tran_2
Pfam-Entry-PF06057.7	VirJ
TAX-41496	Calendula officinalis
TAX-43947	Tolumonas
TAX-163093	Detarieae
Pfam-Entry-PF03055.11	RPE65
TAX-646	Aeromonas sobria
TAX-266	Paracoccus denitrificans
TAX-85701	Bartonella tribocorum
GO:0045088	regulation of innate immune response
Pfam-PF02281.12	Dimer_Tnp_Tn5
GO:0046718	viral entry into host cell
GO:0018937	nitroglycerin metabolic process
Pfam-Entry-PF08546.7	ApbA_C
GO:0070589	cellular component macromolecule biosynthetic process
GO:0043190	ATP-binding cassette (ABC) transporter complex
N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compounds Biosynthesis
TAX-3027	Cryptophyta
TAX-1181778	Escherichia coli
GO:0043136	glycerol-3-phosphatase activity
GO:0046356	acetyl-CoA catabolic process
TAX-3767	Pyrus pyrifolia
Pfam-PF06958.8	Pyocin_S
GO:0000214	tRNA-intron endonuclease complex
GO:0045211	postsynaptic membrane
Pfam-Entry-PF11222.4	DUF3017
Pfam-PF06315.7	AceK
TAX-378806	Stigmatella aurantiaca
TAX-936456	Desulfurispirillum indicum
Aldodioses	an aldodiose
GO:0034628	'de novo' NAD biosynthetic process from aspartate
Pfam-PF02461.12	AMO
Pfam-Entry-PF01709.16	Transcrip_reg
Carrageenoses	a carrageenose
TAX-3895	Sesbania rostrata
TAX-196137	Methanospirillaceae
GO:0016941	natriuretic peptide receptor activity
TAX-136844	Pseudomonas pertucinogena group
GO:0016664	oxidoreductase activity, acting on other nitrogenous compounds as donors, iron-sulfur protein as acceptor
ORG-6249	Arthrobacter synephrinum
Pfam-PF01131.16	Topoisom_bac
Pfam-PF09966.5	DUF2200
Protein-DNA-Complexes	a protein-DNA complex
TAX-817	Bacteroides fragilis
GO:0016310	phosphorylation
DsrC-sulfur-carrier-proteins	a DsrC sulfur carrier protein
PWY66-395	aspirin triggered resolvin D biosynthesis
TAX-713008	Parvimonas sp. oral taxon 393
L-Mannopyranose	L-mannopyranose
Pfam-PF07350.8	DUF1479
TAX-1365176	Thermofilum sp. 1910b
GO:0016642	oxidoreductase activity, acting on the CH-NH2 group of donors, disulfide as acceptor
TAX-86660	Mycoplasma dispar
TAX-1449340	Carnobacterium jeotgali
TAX-596325	Lactobacillus jensenii
GO:0006553	lysine metabolic process
TAX-351187	Salinispora pacifica
TAX-202746	Sulfurimonas
Glucuronans	a glucuronan
Pfam-PF03266.11	NTPase_1
Pfam-Entry-PF13495.2	Phage_int_SAM_4
TAX-354242	Campylobacter jejuni
PWY-7321	ecdysteroid metabolism (arthropods)
Cyclic-Ribonucleoside-Monophosphates	a nucleoside cyclic phosphate
Pfam-Entry-PF01554.14	MatE
TAX-821	Bacteroides vulgatus
Pfam-PF04960.11	Glutaminase
Pfam-PF06532.7	DUF1109
Pfam-Entry-PF16967.1	TcfC
Protein-fructosamines	a [protein]-<i>N</i><sup>6</sup>-D-fructosyl-L-lysine
GO:0097175	1,6-anhydro-N-acetyl-beta-muramic acid catabolic process
TAX-1156915	Helicobacter pylori
GO:0061458	reproductive system development
PWY-5873	ubiquinol-7 biosynthesis (eukaryotic)
TAX-712215	Capnocytophaga sp. oral taxon 335
No-Alkenyl-Thiohydroximate-O-Sulfates	a thiohydroximate-O-sulfate without a terminal alkene
GO:0015517	galactose:proton symporter activity
TAX-1069623	Streptococcus pneumoniae
TAX-1406864	Mesoplasma florum
Phospho-Microsomal-membrane-proteins	a phosphorylated microsomal-membrane-protein
Enamines	an enamine
TAX-349124	Halorhodospira halophila
GO:0061475	cytosolic valyl-tRNA aminoacylation
TAX-141191	Lawsonia inermis
TAX-247333	Serinicoccus marinus
GO:0071502	cellular response to temperature stimulus
GO:0006572	tyrosine catabolic process
GO:0005895	interleukin-5 receptor complex
GO:0008337	selectin
GO:0015181	arginine transmembrane transporter activity
Pfam-PF02283.12	CobU
TAX-68280	Streptomyces violaceusniger
Pfam-Entry-PF11536.4	DUF3226
Pfam-Entry-PF09824.5	ArsR
Pfam-Entry-PF09895.5	DUF2122
TAX-6560	Scapharca
Pfam-PF14226.2	DIOX_N
GO:0009384	N-acylmannosamine kinase activity
Reduced-Ferroproteins	a reduced ferroprotein (Fe II)
TAX-141693	Nocardiopsis kunsanensis
GO:0006196	AMP catabolic process
TAX-267408	Arsenicicoccus
PWY-6938	NADH repair
PWY-5427	naphthalene degradation (aerobic)
TAX-537010	Desulfitobacterium hafniense
cis-delta15-gheddoyl-ACPs	a cis-delta15-C34:1-[acp]
TAX-1495	Clostridium cylindrosporum
PWY-7431	aromatic biogenic amine degradation (bacteria)
GO:0016820	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances
GO:1901700	response to oxygen-containing compound
TAX-97234	Dryopteris crassirhizoma
TAX-1295826	Lactococcus lactis
Pfam-Entry-PF14549.2	P22_Cro
TAX-36744	Mycoplasma simbae
TAX-1155133	Staphylococcus epidermidis
TAX-33996	Gluconacetobacter diazotrophicus
TAX-671622	Microbacterium yannicii
Pfam-PF06587.7	DUF1137
Ox-thioredoxins-3	an oxidized thioredoxin 3
Pfam-PF03597.11	FixS
Pfam-Entry-PF08794.6	Lipoprot_C
GO:0042817	pyridoxal metabolic process
Pfam-PF09582.6	AnfO_nitrog
Pfam-PF13368.2	Toprim_C_rpt
TAX-1240772	Escherichia coli
Pfam-Entry-PF07398.7	MDMPI_C
TAX-36832	[Clostridium] aerotolerans
GO:0048475	coated membrane
GO:0007100	mitotic centrosome separation
Pfam-PF14600.2	CBM_5_12_2
Pfam-PF08263.8	LRRNT_2
GO:0044344	cellular response to fibroblast growth factor stimulus
PWY-7501	phosphatidylserine biosynthesis I
PWY3DJ-4	biosynthesis of corticosteroids
PWY-5375	&alpha;-eleostearate biosynthesis
GO:0009403	toxin biosynthetic process
GO:0031237	intrinsic component of periplasmic side of plasma membrane
Pfam-Entry-PF14772.2	NYD-SP28
TAX-58340	Streptomyces lavendulae
GO:0051063	CDP reductase activity
TETRAKETIDE-PYRONE	a tetraketide &alpha;-pyrone
PWY-6193	3-chlorocatechol degradation II (<i>ortho</i>)
GO:0051669	fructan beta-fructosidase activity
CPD1G-1530	an arabinogalactan
Pfam-PF11241.4	DUF3043
TAX-634457	Acetobacter pasteurianus
GO:0030334	regulation of cell migration
GO:0039633	killing by virus of host cell
Pfam-Entry-PF09720.6	Unstab_antitox
Factor-420	a coenzyme F<sub>420</sub>
TAX-749498	Enterococcus faecalis
GO:0071310	cellular response to organic substance
GO:0090133	mesendoderm migration
23S-rRNA-N6-m-adenine1618	N<sup>6</sup>-methyladenine<sup>1618</sup> in 23S rRNA
Pfam-Entry-PF10987.4	DUF2806
GO:0031010	ISWI-type complex
Fructooligosaccharides	a fructooligosaccharide
TAX-1644056	Haloferacaceae
Pfam-PF06727.7	DUF1207
TAX-213117	Desulfohalobiaceae
Pfam-Entry-PF05472.7	Ter
GO:0010941	regulation of cell death
PWY-6116	mannosylfructose biosynthesis
Apo-beta-C-Phycocyanins	an <i>apo</i>-[C-phycocyanin &beta;-subunit]
Pfam-Entry-PF00656.18	Peptidase_C14
PWY-6829	tRNA methylation (yeast)
PWY-6795	diacylglyceryl-<i>N,N,N</i>-trimethylhomoserine biosynthesis
TAX-755176	Rhizobium leguminosarum
Benzosemiquinones	a benzosemiquinone
GO:0046084	adenine biosynthetic process
Pfam-PF06067.7	DUF932
DNA-With-Mismatched-Adenine	DNA with removed adenine mismatch leaving an AP site
TAX-1302286	Lactobacillus namurensis
Pfam-PF01592.12	NifU_N
GO:0015850	organic hydroxy compound transport
Pfam-PF01728.15	FtsJ
TAX-213468	Syntrophaceae
PWY-7650	echinocandin B biosynthesis
TAX-529089	Streptomyces sp. 307-9
TAX-37240	Myxotrichaceae
GO:0009570	chloroplast stroma
Pfam-PF14266.2	YceG_bac
P281-PWY	3-phenylpropionate degradation
TAX-486408	Lactobacillus rhamnosus
TAX-1596	Lactobacillus gasseri
Pfam-PF11455.4	DUF3018
TAX-1454373	Actibacterium mucosum
GO:0045732	positive regulation of protein catabolic process
TAX-5985	Isotrichidae
Pfam-Entry-PF16819.1	DUF5074
GO:0031179	peptide modification
TAX-29607	Dryopteridaceae
CPD-17994	1-[(1S,2R,4aS,6R,8aR)-1,6-dimethyl-2-[(1E)-prop-1-en-1-yl)]-1,2,4a,5,6,7,8,8a-octahydronaphthalen-1-yl]butane-1,3-dioyl-[acp]
Pfam-PF00942.14	CBM_3
TAX-33994	Neorickettsia helminthoeca
TAX-291294	Tetrahymenidae
Pfam-PF12600.4	DUF3769
GO:0002204	somatic recombination of immunoglobulin genes involved in immune response
Pfam-Entry-PF00164.21	Ribosom_S12_S23
GO:0019904	protein domain specific binding
Pfam-Entry-PF13514.2	AAA_27
TAX-438853	unclassified Campylobacterales
Pfam-PF11369.4	DUF3160
TAX-48292	Hyphomicrobium zavarzinii
GO:2000021	regulation of ion homeostasis
TAX-21199	Asclepias
PWY-7635	kievitone detoxification
GO:0015200	methylammonium transmembrane transporter activity
Pfam-PF00930.17	DPPIV_N
TAX-359359	Smaragdicoccus niigatensis
GO:0016152	mercury (II) reductase activity
Pfam-Entry-PF00292.14	PAX
GO:0042279	nitrite reductase (cytochrome, ammonia-forming) activity
Pfam-PF04014.14	MazE_antitoxin
ORG-6191	Comamonas testosteroni
GO:0002707	negative regulation of lymphocyte mediated immunity
TAX-4472	Lemna minor
GO:0030188	chaperone regulator activity
TAX-1168865	Corynebacterium pseudotuberculosis
GO:0015993	molecular hydrogen transport
S-selanylcysteine-Modifications	S-selanylcysteine
TAX-29159	Crassostrea gigas
TAX-1005529	Escherichia coli
Pfam-Entry-PF02962.11	CHMI
TAX-302481	Halobacillus kuroshimensis
Pfam-Entry-PF01522.17	Polysacc_deac_1
Pfam-Entry-PF01650.14	Peptidase_C13
TAX-1046629	Streptococcus salivarius
GO:0006124	ferredoxin metabolic process
Pfam-PF11700.4	ATG22
TAX-857087	Methylomonas methanica
TAX-1510466	Candidatus Nitrosopumilus koreensis
Pfam-Entry-PF11617.4	Cu-binding_MopE
Pfam-PF01402.17	RHH_1
Holo-SfmA-peptidyl-carrier-protein	a <i>holo</i>-[SfmA peptidyl-carrier-protein]
Pfam-Entry-PF08281.8	Sigma70_r4_2
GO:0051084	'de novo' posttranslational protein folding
Pfam-Entry-PF09605.6	Trep_Strep
Pfam-Entry-PF06677.8	Auto_anti-p27
TAX-5042	Eurotiales
Pfam-PF14277.2	DUF4364
TAX-1154919	Streptococcus agalactiae
Pfam-PF01315.18	Ald_Xan_dh_C
Pfam-PF13973.2	DUF4222
GO:0005110	frizzled-2 binding
Pfam-PF04074.8	DUF386
Pfam-PF07987.7	DUF1775
GO:0030570	pectate lyase activity
GO:0003993	acid phosphatase activity
PWY-6184	methylsalicylate degradation
GO:0018785	haloacetate dehalogenase activity
1-gamma-Linolenoyl-L-Phosphatidate	a 1-&gamma;-linolenoyl 2-acyl-<i>sn</i>-glycerol 3-phosphate
Pfam-Entry-PF12553.4	DUF3742
TAX-45404	Beijerinckiaceae
Pfam-PF13685.2	Fe-ADH_2
TAX-1138931	Enterococcus faecium
TAX-451640	Catenibacterium mitsuokai
Pfam-PF01175.14	Urocanase
Pfam-PF07929.7	PRiA4_ORF3
GO:0015144	carbohydrate transmembrane transporter activity
TAX-347255	Rickettsia africae
PWY-6349	CDP-archaeol biosynthesis
GO:0045922	negative regulation of fatty acid metabolic process
TAX-64178	Coleofasciculus chthonoplastes
Pyrrolidines	a pyrrolidine
2-LYSOPHOSPHATIDYLETHANOLAMINES	a 1-acyl 2-lyso-phosphatidylethanolamine
Mineralocorticoids	a  mineralocorticoid
TAX-3311	Ginkgo biloba
TAX-1033854	Thioalkalivibrio sulfidophilus
TAX-910346	Hippocastanaceae
Pfam-Entry-PF05889.9	SepSecS
PWY-6228	3-chlorobenzoate degradation III (via gentisate)
TAX-3801	Ribes
GO:0052596	phenethylamine:oxygen oxidoreductase (deaminating) activity
Pfam-Entry-PF13064.2	DUF3927
Pfam-Entry-PF05830.7	NodZ
TAX-29829	Lipomyces starkeyi
Pfam-Entry-PF13332.2	Fil_haemagg_2
GO:0042994	cytoplasmic sequestering of transcription factor
TAX-1423822	Lactobacillus coryniformis
GO:0032182	small conjugating protein binding
TAX-55148	Deinococcus proteolyticus
PWY-7340	9-<i>cis</i>, 11-<i>trans</i>-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)
TAX-24609	Atropa
GO:0019207	kinase regulator activity
Pfam-Entry-PF03116.11	NQR2_RnfD_RnfE
TAX-1219382	Acinetobacter nectaris
GO:0008709	cholate 7-alpha-dehydrogenase activity
TAX-5323	Pleurotus eryngii
Pfam-PF12138.4	Spherulin4
GO:0006606	protein import into nucleus
GO:0042443	phenylethylamine metabolic process
TAX-398513	Bifidobacterium bifidum
TAX-2271	Thermoproteus tenax
BC-1.7	central intermediary metabolism
GIPC-46-2-2s	a glycosylinositolphosphoceramide(46:2)-2
Pfam-Entry-PF11338.4	DUF3140
Pfam-Entry-PF09685.6	DUF4870
BC-1.6.12	flagellum
Pfam-PF06390.8	NESP55
UDP-L-arabinopyranose	UDP-L-arabinopyranose
GO:0000700	mismatch base pair DNA N-glycosylase activity
TAX-745067	Crepidinae
GO:0016435	rRNA (guanine) methyltransferase activity
Folatepolyglutamate-n1	a folylpolyglutamate<sub>(n+1)</sub>
TAX-1300343	Dokdonia donghaensis
TAX-406562	Streptococcus pneumoniae
Pfam-Entry-PF09835.5	DUF2062
Pfam-Entry-PF03169.11	OPT
GO:0044787	bacterial-type DNA replication
Pfam-Entry-PF16916.1	ZT_dimer
Pfam-Entry-PF16328.1	DUF4961
GO:0031344	regulation of cell projection organization
TAX-1276258	Spiroplasma apis
TAX-1014	Weeksella virosa
TAX-1498436	Rauvolfiinae
Pfam-PF03756.9	AfsA
GO:0008432	JUN kinase binding
Pfam-Entry-PF11773.4	PulG
Pfam-PF13671.2	AAA_33
TAX-1293365	Panicinae
ORG-5890	Comamonas testosteroni
GO:0003944	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase activity
Pfam-Entry-PF10007.5	DUF2250
TAX-89374	Saprospiraceae
Pfam-Entry-PF10721.5	DUF2514
TAX-1159101	Streptococcus pneumoniae
PWY-5526	bacteriochlorophyll <i>a</i> biosynthesis
TAX-1110502	Tistrella mobilis
3-Alpha-L-Fucosyl-NAc-Glycoprotein	3-&alpha;-L-fucosyl-N-acetylglucosaminyl-glycoprotein
TAX-104109	Rhodococcus sp. MB1 Bresler 1999
Pfam-PF13558.2	SbcCD_C
Pfam-Entry-PF07703.10	A2M_N_2
TAX-282217	Variovorax sp. SRS16
ORG-6148	Pseudomonas putida
GO:0046140	corrin biosynthetic process
GO:0019584	galactonate catabolic process
TAX-1043493	Lysinimicrobium mangrovi
Pfam-PF11023.4	DUF2614
Pfam-PF03400.9	DDE_Tnp_IS1
CPD-12091	a PchF NRPS protein loaded with pyochelin
GO:0009491	redox-active disulfide bond electron carrier
Pfam-Entry-PF14450.2	FtsA
TAX-1325130	Helicobacter fennelliae
Pfam-Entry-PF14803.2	Nudix_N_2
Pfam-Entry-PF09813.5	Coiled-coil_56
GO:0005484	SNAP receptor activity
Pfam-Entry-PF03817.9	MadL
THREONINE-DEG2-PWY	threonine degradation II
Pfam-PF02748.11	PyrI_C
Pfam-Entry-PF14054.2	DUF4249
Pfam-PF14550.2	Peptidase_S78_2
Pfam-PF05742.8	TANGO2
Pfam-Entry-PF02628.11	COX15-CtaA
GO:0048382	mesendoderm development
PWY-5642	2,4-dinitrotoluene degradation
Charged-VAL-tRNAs	an L-valyl-[tRNA<SUP>val</SUP>]
TAX-1122176	Lewinella cohaerens
GO:0030863	cortical cytoskeleton
CPD-16569	kojibiose
PWY-2421	indole-3-acetate degradation VIII (bacterial)
TAX-885387	Salmonella enterica
Pfam-Entry-PF01471.14	PG_binding_1
TAX-23216	Rubus
TAX-443906	Clavibacter michiganensis
GO:0046592	polyamine oxidase activity
Holo-SfmB-peptidyl-carrier-protein	a <i>holo</i>-[SfmB peptidyl-carrier-protein]
Pfam-Entry-PF08853.7	DUF1823
Pfam-PF11775.4	CobT_C
L-alanyl-SfmA	L-alanyl-[SfmA peptidyl-carrier-protein]
Pfam-Entry-PF04209.9	HgmA
CPD-8743	germacrene A
GO:0043111	replication fork arrest
TAX-347253	Streptococcus salivarius
TAX-347427	Paederus fuscipes
COMPLETE-ARO-PWY	superpathway of phenylalanine, tyrosine, and tryptophan biosynthesis
Pfam-PF01566.14	Nramp
GO:0005967	mitochondrial pyruvate dehydrogenase complex
Pfam-PF13575.2	DUF4135
TAX-216389	Dehalococcoides mccartyi
SUCUTIL-PWY	sucrose degradation I (sucrose phosphotransferase)
Phthiodiolone-B	a phthiodiolone B
GO:0015780	nucleotide-sugar transport
TAX-423302	Bignonieae
Pfam-PF02594.12	DUF167
GO:0008312	7S RNA binding
TAX-7136	Galleria
Pfam-PF11720.4	Inhibitor_I78
GO:0004943	C3a anaphylatoxin receptor activity
GO:0015640	peptidoglycan peptide transporter activity
Pfam-Entry-PF05478.7	Prominin
Medium-Chain-oxoacyl-CoAs	a medium-chain oxoacyl-CoA
Pfam-PF03749.9	SfsA
Acetyl-CoA-carboxylase-phosphate	an [acetyl-CoA carboxylase] phosphate
Pfam-PF09621.6	LcrR
TAX-89938	Ips paraconfusus
TAX-1643947	Petrotogales
GO:0004009	ATP-binding cassette (ABC) transporter activity
GO:0016714	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen
TAX-4186	Aphelandra
TAX-1333713	Schleiferiaceae
TAX-1121866	Enterorhabdus mucosicola
Glucosylglycerate-Biosynthesis	Glucosylglycerate Biosynthesis
TAX-7592	Asterinidae
TAX-1095749	Pasteurella bettyae
GO:0016054	organic acid catabolic process
TAX-163164	Wolbachia endosymbiont of Drosophila melanogaster
Pfam-Entry-PF16476.1	DUF5053
TAX-1206745	Helicobacter cinaedi
TAX-1335745	Spiribacter
Pfam-PF11791.4	Aconitase_B_N
TAX-1522432	Pseudoduganella
16S-rRNA-N3-MethylUs	an  N<sup>3</sup>-methyluridine in 16S rRNA
TAX-515814	Nesterenkonia alba
GO:0045428	regulation of nitric oxide biosynthetic process
Pfam-Entry-PF11480.4	ImmE5
TAX-117942	Desulfurellaceae
PWY-6920	6-gingerol analog biosynthesis
GO:0033549	MAP kinase phosphatase activity
Pfam-PF05552.8	TM_helix
TAX-105387	Scolecida
TAX-1055527	Helicobacter pylori
TAX-81468	Aminobacterium colombiense
TAX-147370	PACMAD clade
GO:0005996	monosaccharide metabolic process
Pfam-PF12227.4	DUF3603
ORG-6254	Bacillus pumilus
TAX-41282	Aspergillus carneus
Pfam-Entry-PF16264.1	SatD
GO:0006835	dicarboxylic acid transport
Pfam-Entry-PF13649.2	Methyltransf_25
PWY-7165	L-ascorbate biosynthesis VI (engineered pathway)
TAX-543349	Symbiobacteriaceae
TAX-1292027	Pseudomonas azotifigens
Pfam-Entry-PF02916.11	DNA_PPF
TAX-218620	Phlebodium aureum
CPD-17297	(7Z,10Z)-hexadecadienoate-<i>sn2</i>-monogalactosyldiacylglycerol
2-Prime-Phosphate-Terminated-RNAs	an RNA 2'-terminal-phosphate
BC-1.6.7	murein (peptidoglycan)
TAX-471511	Bifidobacterium bombi
GO:0007584	response to nutrient
Pfam-PF05800.7	GvpO
Xyloglucan-Xylosyl-Residue	xyloglucan with an &alpha;-D-xylosyl sidechain
TAX-6362	Sabellida
GO:0043604	amide biosynthetic process
cis-21-CP-39-keto-40-Me-C60-ACPs	a cis-keto-C60-meroacyl-[acp]
Pfam-Entry-PF10113.5	Fibrillarin_2
Mycinose	mycinose
Pfam-Entry-PF16502.1	DUF5059
Pfam-PF09210.7	DUF1957
TAX-375063	Haemophilus influenzae
Indolocarbazoles	an indolocarbazole alkaloid
Pfam-PF14505.2	DUF4438
TAX-1121875	Eudoraea adriatica
Antibiotics	an antibiotic
TAX-992092	Helicobacter pylori
Pfam-Entry-PF14494.2	DUF4436
TAX-15368	Brachypodium distachyon
GO:0030697	S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity
Pfam-PF13563.2	2_5_RNA_ligase2
TAX-441625	Rhodococcus sp. SQ1
Pfam-PF03959.9	FSH1
Pfam-Entry-PF12642.3	TpcC
Pfam-Entry-PF06917.8	Pectate_lyase_2
Cytosine2870-in-25S-rRNA	cytosine<sup>2870</sup> in 25S rRNA
Pfam-PF14276.2	DUF4363
Pfam-PF00381.15	PTS-HPr
Pfam-Entry-PF14811.2	TPD
TAX-228574	Paenibacillus lactis
TAX-629742	Staphylococcus hominis
GO:0090590	protein-N(PI)-phosphohistidine-D-glucosamine phosphotransferase system transporter activity
Pfam-Entry-PF09079.7	Cdc6_C
TAX-1208324	Celeribacter indicus
Pfam-Entry-PF14126.2	DUF4293
TAX-183713	Methanopyraceae
Pfam-Entry-PF12864.3	DUF3822
18S-rRNA-N1-methylpseudouridine-1191	an 18S rRNA <i>N</i><sup>1</sup>-methylpseudouridine<sup>1191</sup>
Pfam-PF09412.6	XendoU
TAX-44752	Rhodococcus wratislaviensis
TAX-104027	Arthrobacter sp. Q36
TAX-173	Leptospira interrogans
TAX-4890	Ascomycota
GO:0008138	protein tyrosine/serine/threonine phosphatase activity
GO:0008608	attachment of spindle microtubules to kinetochore
TAX-66636	Larrea tridentata
TAX-469598	Escherichia sp. 3_2_53FAA
GO:0030523	dihydrolipoamide S-acyltransferase activity
TAX-515264	Caloramator australicus
GO:0098642	network-forming collagen trimer
TAX-52249	Saturnispora silvae
TAX-6136	Renilla reniformis
TAX-656374	Escherichia coli
Pfam-PF06946.7	Phage_holin_5_1
GO:0016596	thienylcyclohexylpiperidine binding
ISOTHIOCYANATES	an isothiocyanate
TAX-482957	Burkholderia lata
GO:0042972	licheninase activity
Organic-heteromonocyclic-compounds	an organic heteromonocyclic compound
Pfam-PF01113.16	DapB_N
Pfam-Entry-PF14097.2	SpoVAE
Plastocyanin-Reduced	a reduced plastocyanin
Pfam-Entry-PF14698.2	ASL_C2
TAX-225058	Acidithiobacillaceae
TAX-28564	Talaromyces stipitatus
Amino-Acid-Biosynthesis	Amino Acids Biosynthesis
GO:0046037	GMP metabolic process
Pfam-PF02517.12	Abi
Pfam-PF05191.10	ADK_lid
TAX-5322	Pleurotus ostreatus
GO:0002698	negative regulation of immune effector process
TAX-1072366	Rhodococcus sp. TMP1
TAX-9608	Canidae
Pfam-PF07007.8	DUF1311
TAX-525328	Lactobacillus iners
TAX-1311759	Mannheimia haemolytica
GO:0006598	polyamine catabolic process
Pfam-Entry-PF08608.8	Wyosine_form
Pfam-Entry-PF16939.1	Porin_6
TAX-1158	Oscillatoria
TAX-53460	Nakamurella
Pfam-Entry-PF04027.9	DUF371
TAX-1472761	Enorma massiliensis
6-phosphofructokinase-monomer	6-phosphofructokinase, monomer
Pfam-PF11084.4	DUF2621
Pfam-Entry-PF12079.4	DUF3558
TAX-1204738	Halomonas titanicae
Pfam-PF07867.7	DUF1654
GO:0044439	peroxisomal part
Pfam-Entry-PF04254.9	DUF432
TAX-2208	Methanosarcina barkeri
Pfam-Entry-PF09424.6	YqeY
Pfam-PF06698.7	DUF1192
Pfam-PF07688.8	KaiA
TAX-717740	Hyphopichia burtonii
Pfam-PF08354.6	DUF1729
TAX-35128	Thalassiosira pseudonana
Pfam-Entry-PF09972.5	DUF2207
TAX-114652	Streptococcus orisratti
Pfam-Entry-PF00036.28	EF-hand_1
GO:0004559	alpha-mannosidase activity
TAX-1159199	Mycoplasma gallisepticum
TAX-116707	Thoracotremata
GO:1901564	organonitrogen compound metabolic process
Pfam-Entry-PF04055.17	Radical_SAM
Pfam-PF03923.9	Lipoprotein_16
PWY-5767	glycogen degradation III
Pfam-Entry-PF10688.5	Imp-YgjV
Pfam-PF08868.6	YugN
Pfam-Entry-PF06299.8	DUF1045
TAX-1423740	Lactobacillus equi
TAX-1010676	Candidatus Tremblaya phenacola
TAX-853	Faecalibacterium prausnitzii
POLYTERPENOID-SYN	Polyterpenoids Biosynthesis
GO:0009328	phenylalanine-tRNA ligase complex
PWY-7076	3,5-dimethoxytoluene biosynthesis
GO:0015034	cytochrome P450 activity
NifB-with-L-cluster	a NifB protein with an L-cluster
GO:0004328	formamidase activity
TAX-1007870	Chlamydia trachomatis
Guanine15-in-tRNA-with-GUN-anticodon	guanine at position 15 of an archaeal tRNA
TAX-200795	Chloroflexi <phylum>
Pfam-Entry-PF05377.7	FlaC_arch
Pfam-PF02667.10	SCFA_trans
GLUCOSINOLATE-DEG	Glucosinolates Degradation
Pfam-Entry-PF13200.2	DUF4015
TAX-402612	Flavobacterium psychrophilum
CPD-16348	3-hydroxytetracosanoyl-CoA
TAX-123375	Solobacterium
BC-1.5.1.19	leucine
TAX-1421019	Kurthia huakuii
23S-rRNA-2-O-methylcytidine2498	2-<i>O</i>-methylcytidine<sup>2498</sup> in 23S rRNA
